Unnamed: 0,instruction,input,output,id,generated_text,model_response,cleaned_response,relevance_score,cc_score,syntax_score,complete_score,hallucination_type,is_repeat,expected_out_word_count,actual_out_word_count,rouge1,rouge2,rougeL,bleu
120,असामान्य परिस्थितिमा दुई पात्रहरू समावेश भएको काल्पनिक कथाको बारेमा सोच्नुहोस्।,,"सामन्था र रायन दुई भूतपूर्व कामका सहकर्मीहरू थिए जसले आफूलाई असामान्य अवस्थामा फेला पारे - घण्टाजस्तो लाग्ने भाँचिएको लिफ्टमा अड्किए। कुरा गर्नु र समय बिताउनु बाहेक केही गर्न नसक्दा, तिनीहरूले पहिले कहिल्यै नबुझेको तरिकामा एकअर्कालाई चिन्न थाले। तिनीहरूको कुराकानी मार्फत, तिनीहरूले पत्ता लगाए कि तिनीहरूसँग वास्तवमा धेरै चीजहरू समान छन्। तिनीहरूको प्रारम्भिक अप्ठ्यारोताको बावजुद, तिनीहरूको सम्बन्ध केवल समय संग गहिरो देखिन्थ्यो। तिनीहरूले बाहिर हेर्दा, तिनीहरूले सूर्यास्त देख्न सक्थे, आकाशलाई सुन्दर सुन्तला रङमा चित्रित गर्दै। जब तिनीहरूले सोचेका थिए कि तिनीहरू सधैंको लागि त्यहाँ अड्किएका छन्, तिनीहरूले लिफ्टलाई काम गर्न व्यवस्थित गरे र आफ्नो जीवनमा पुनः सुरु गर्न स्वतन्त्र भए। तर, यो नयाँ मित्रताको सुरुवात मात्र थियो जुन टिक्ने निश्चित थियो।",37021,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
असामान्य परिस्थितिमा दुई पात्रहरू समावेश भएको काल्पनिक कथाको बारेमा सोच्नुहोस्।

### Input:


### Response:
एक समयको कुरा हो, त्यहाँ दुई साथीहरू थिए जो सधैं एकअर्काको खोजीमा थिए। तर एक दिन, तिनीहरूले पत्ता लगाए कि तिनीहरू एक रातको लागि एक मात्र स्थानमा फसेका थिए - एक मात्र पुल जुन एकदमै टुटेको थियो। तिनीहरूले पुल पार गर्ने कुनै अर्को तरिका फेला पार्न सकेनन्, त्यसैले तिनीहरूले एकअर्कालाई हेर्दै बाँच्ने निर्णय गरे। दुई दिन पछि, तिनीहरूले अन्ततः पुल पार गर्ने बाटो फेला पार्न सक्षम भए, र तिनीहरूको साहसिक कार्य सुरु भयो।<|end_of_text|>","एक समयको कुरा हो, त्यहाँ दुई साथीहरू थिए जो सधैं एकअर्काको खोजीमा थिए। तर एक दिन, तिनीहरूले पत्ता लगाए कि तिनीहरू एक रातको लागि एक मात्र स्थानमा फसेका थिए - एक मात्र पुल जुन एकदमै टुटेको थियो। तिनीहरूले पुल पार गर्ने कुनै अर्को तरिका फेला पार्न सकेनन्, त्यसैले तिनीहरूले एकअर्कालाई हेर्दै बाँच्ने निर्णय गरे। दुई दिन पछि, तिनीहरूले अन्ततः पुल पार गर्ने बाटो फेला पार्न सक्षम भए, र तिनीहरूको साहसिक कार्य सुरु भयो।","एक समयको कुरा हो, त्यहाँ दुई साथीहरू थिए जो सधैं एकअर्काको खोजीमा थिए। तर एक दिन, तिनीहरूले पत्ता लगाए कि तिनीहरू एक रातको लागि एक मात्र स्थानमा फसेका थिए - एक मात्र पुल जुन एकदमै टुटेको थियो। तिनीहरूले पुल पार गर्ने कुनै अर्को तरिका फेला पार्न सकेनन्, त्यसैले तिनीहरूले एकअर्कालाई हेर्दै बाँच्ने निर्णय गरे। दुई दिन पछि, तिनीहरूले अन्ततः पुल पार गर्ने बाटो फेला पार्न सक्षम भए, र तिनीहरूको साहसिक कार्य सुरु भयो।<|end_of_text|>",5,6,7,4,,No,110,73,0.0,0.0,0.0,0.031033421402557684
121,क्वान्टम एन्टेन्गलमेन्ट थ्योरीको निहितार्थ व्याख्या गर्नुहोस्।,,"क्वान्टम उलझन सिद्धान्तले क्वान्टम कम्प्युटिङ, क्रिप्टोग्राफी, टेलिपोर्टेशन, र क्वान्टम नेटवर्कहरूको लागि प्रभाव पार्छ। सिद्धान्त अनुसार, दुई कणहरू जोड्न सकिन्छ यदि तिनीहरू विशाल दूरीद्वारा छुट्याएर अप्रत्याशित तरिकामा अन्तरक्रिया गर्छन्। यो सम्भावित रूपमा क्वान्टम कम्प्युटरहरू सिर्जना गर्न प्रयोग गर्न सकिन्छ जुन परम्परागत कम्प्युटरहरू भन्दा अरबौं गुणा छिटो हुन्छ, तिनीहरूलाई शास्त्रीय कम्प्युटरहरूमा जटिल समस्याहरू समाधान गर्न अनुमति दिन्छ। यो अनब्रेकेबल क्वान्टम ईन्क्रिप्शन र सुरक्षित क्वान्टम नेटवर्कहरू सिर्जना गर्न, साथै सूचना र कणहरूको टेलिपोर्टेशन सक्षम गर्न पनि प्रयोग गर्न सकिन्छ।",9528,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
क्वान्टम एन्टेन्गलमेन्ट थ्योरीको निहितार्थ व्याख्या गर्नुहोस्।

### Input:


### Response:
क्वान्टम एन्टेन्गलमेन्ट थ्योरी (EPR) एक प्रयोगात्मक परिकल्पना हो जसले सुझाव दिन्छ कि क्वान्टम मेकानिक्सको व्यवहारले प्रकाशको गति भन्दा छिटो संचारलाई अनुमति दिन्छ। यो प्रयोगात्मक परिकल्पनाले प्रस्ताव गर्दछ कि क्वान्टम सिद्धान्त र वास्तविकताको प्रकृति बीचको असमानता भएको छ। यसले सुझाव दिन्छ कि क्वान्टम सिद्धान्तले कुनै पनि वास्तविक विश्व मोडेलको व्याख्या गर्न सक्दैन, किनकि यसले कुनै पनि प्रयोग वा अवलोकनको परिणामहरू अघि नै निर्धारण गरेको छ।<|end_of_text|>","क्वान्टम एन्टेन्गलमेन्ट थ्योरी (EPR) एक प्रयोगात्मक परिकल्पना हो जसले सुझाव दिन्छ कि क्वान्टम मेकानिक्सको व्यवहारले प्रकाशको गति भन्दा छिटो संचारलाई अनुमति दिन्छ। यो प्रयोगात्मक परिकल्पनाले प्रस्ताव गर्दछ कि क्वान्टम सिद्धान्त र वास्तविकताको प्रकृति बीचको असमानता भएको छ। यसले सुझाव दिन्छ कि क्वान्टम सिद्धान्तले कुनै पनि वास्तविक विश्व मोडेलको व्याख्या गर्न सक्दैन, किनकि यसले कुनै पनि प्रयोग वा अवलोकनको परिणामहरू अघि नै निर्धारण गरेको छ।","क्वान्टम एन्टेन्गलमेन्ट थ्योरी (EPR) एक प्रयोगात्मक परिकल्पना हो जसले सुझाव दिन्छ कि क्वान्टम मेकानिक्सको व्यवहारले प्रकाशको गति भन्दा छिटो संचारलाई अनुमति दिन्छ। यो प्रयोगात्मक परिकल्पनाले प्रस्ताव गर्दछ कि क्वान्टम सिद्धान्त र वास्तविकताको प्रकृति बीचको असमानता भएको छ। यसले सुझाव दिन्छ कि क्वान्टम सिद्धान्तले कुनै पनि वास्तविक विश्व मोडेलको व्याख्या गर्न सक्दैन, किनकि यसले कुनै पनि प्रयोग वा अवलोकनको परिणामहरू अघि नै निर्धारण गरेको छ।<|end_of_text|>",5,4,6,4,factual,No,76,64,0.0,0.0,0.0,0.02759348655796386
122,बच्चाहरूलाई लोपोन्मुख जनावरहरूको बारेमा सिकाउने मोबाइल गेम डिजाइन गर्नुहोस्।,,"<तस्वीर src=""endangered_game.jpg"">

<क्याप्शन>मोबाइल गेम 'सेभिङ स्पेसिज' को छवि। गेमप्लेमा 2D संसार मार्फत लोपोन्मुख जनावरहरूलाई नियन्त्रण गर्ने, तिनीहरू र तिनीहरूको बासस्थानको बारेमा सिक्ने, तिनीहरूलाई बचाउने विभिन्न तरिकाहरू खोज्ने र मिसनहरू पूरा गर्ने समावेश छ।</caption>",2491,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
बच्चाहरूलाई लोपोन्मुख जनावरहरूको बारेमा सिकाउने मोबाइल गेम डिजाइन गर्नुहोस्।

### Input:


### Response:
यो खेल बच्चाहरूलाई लोपोन्मुख जनावरहरूको बारेमा सिकाउन डिजाइन गरिएको हो। खेलमा विभिन्न पुस्ता र जनावरहरू समावेश हुन्छन्, प्रत्येकले जनावरको बारेमा जानकारी प्रदान गर्दछ। खेलाडीहरूले प्रत्येक पुस्तालाई सफलतापूर्वक पूरा गर्नको लागि जनावरको बारेमा प्रश्नहरूको जवाफ दिनुपर्छ। प्रत्येक पुस्ता पूरा गर्दा खेलाडीहरूले पुरस्कारहरू प्राप्त गर्नेछन्। खेलले बच्चाहरूलाई जनावरको बारेमा थप जान्न र विभिन्न प्रकारका लोपोन्मुख जनावरहरू पत्ता लगाउन मद्दत गर्ने लक्ष्य राखेको छ।<|end_of_text|>","यो खेल बच्चाहरूलाई लोपोन्मुख जनावरहरूको बारेमा सिकाउन डिजाइन गरिएको हो। खेलमा विभिन्न पुस्ता र जनावरहरू समावेश हुन्छन्, प्रत्येकले जनावरको बारेमा जानकारी प्रदान गर्दछ। खेलाडीहरूले प्रत्येक पुस्तालाई सफलतापूर्वक पूरा गर्नको लागि जनावरको बारेमा प्रश्नहरूको जवाफ दिनुपर्छ। प्रत्येक पुस्ता पूरा गर्दा खेलाडीहरूले पुरस्कारहरू प्राप्त गर्नेछन्। खेलले बच्चाहरूलाई जनावरको बारेमा थप जान्न र विभिन्न प्रकारका लोपोन्मुख जनावरहरू पत्ता लगाउन मद्दत गर्ने लक्ष्य राखेको छ।","यो खेल बच्चाहरूलाई लोपोन्मुख जनावरहरूको बारेमा सिकाउन डिजाइन गरिएको हो। खेलमा विभिन्न पुस्ता र जनावरहरू समावेश हुन्छन्, प्रत्येकले जनावरको बारेमा जानकारी प्रदान गर्दछ। खेलाडीहरूले प्रत्येक पुस्तालाई सफलतापूर्वक पूरा गर्नको लागि जनावरको बारेमा प्रश्नहरूको जवाफ दिनुपर्छ। प्रत्येक पुस्ता पूरा गर्दा खेलाडीहरूले पुरस्कारहरू प्राप्त गर्नेछन्। खेलले बच्चाहरूलाई जनावरको बारेमा थप जान्न र विभिन्न प्रकारका लोपोन्मुख जनावरहरू पत्ता लगाउन मद्दत गर्ने लक्ष्य राखेको छ।<|end_of_text|>",7,6,8,6,,No,33,61,0.0,0.0,0.0,0.008629990961163002
123,10 स्याउ को लागत पत्ता लगाउनुहोस् यदि मूल्य प्रति पाउन्ड $ 2.49 छ,,"10 स्याउ को लागत $ 4.98 छ। यो गणना गर्न, हामी 10 स्याउ (0.5 पाउन्ड) को लागि पाउन्ड संख्या द्वारा प्रति पाउन्ड $ 2.49 को मूल्य गुणन गर्छौं। यसले हामीलाई $2.49 × 0.5 = $4.98 दिन्छ।",45303,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
10 स्याउ को लागत पत्ता लगाउनुहोस् यदि मूल्य प्रति पाउन्ड $ 2.49 छ

### Input:


### Response:
10 स्याउ को लागत $ 2.49 हो।<|end_of_text|>",10 स्याउ को लागत $ 2.49 हो।,10 स्याउ को लागत $ 2.49 हो।<|end_of_text|>,1,2,3,1,factual,No,36,7,0.3,0.1111111111111111,0.3,0.010802600323977478
124,"प्रोम्प्ट ""बिरालो"" र अनियमित बीउ दिएर, GPT-3 प्रयोग गरेर नयाँ वाक्य उत्पन्न गर्नुहोस्।",बिरालो,"बिरालो झ्यालमा हाम फाल्यो, जिज्ञासाका साथ झ्याल बाहिर हेर्दै।",10674,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
प्रोम्प्ट ""बिरालो"" र अनियमित बीउ दिएर, GPT-3 प्रयोग गरेर नयाँ वाक्य उत्पन्न गर्नुहोस्।

### Input:
बिरालो

### Response:
बिरालो बिस्तारै बगैंचामा घुमिरहेको थियो, यसको पुच्छरमा बिरालो काटिरहेको थियो।<|end_of_text|>","बिरालो बिस्तारै बगैंचामा घुमिरहेको थियो, यसको पुच्छरमा बिरालो काटिरहेको थियो।","बिरालो बिस्तारै बगैंचामा घुमिरहेको थियो, यसको पुच्छरमा बिरालो काटिरहेको थियो।<|end_of_text|>",6,5,4,4,contradiction,No,9,10,0.0,0.0,0.0,0.023457495174891017
125,"SQL प्रयोग गरेर, नयाँ तालिका बनाउन आदेश सिर्जना गर्नुहोस्।","नयाँ तालिकालाई ""ग्राहक"" भनिनेछ र यसमा स्तम्भहरू हुनुपर्दछ: आईडी, नाम, फोन, इमेल।","टेबल ग्राहकहरू सिर्जना गर्नुहोस् (
आईडी INT AUTO_INCREMENT प्राथमिक कुञ्जी,
 नाम VARCHAR(255),
फोन VARCHAR(255),
इमेल VARCHAR(२५५)
);",39242,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
SQL प्रयोग गरेर, नयाँ तालिका बनाउन आदेश सिर्जना गर्नुहोस्।

### Input:
नयाँ तालिकालाई ""ग्राहक"" भनिनेछ र यसमा स्तम्भहरू हुनुपर्दछ: आईडी, नाम, फोन, इमेल।

### Response:
CREATE TABLE customer (
  आईडी INT AUTO_INCREMENT प्राथमिक कुञ्जी,
  नाम VARCHAR(255),
  फोन VARCHAR(255),
  इमेल VARCHAR(255)
);<|end_of_text|>","CREATE TABLE customer (
  आईडी INT AUTO_INCREMENT प्राथमिक कुञ्जी,
  नाम VARCHAR(255),
  फोन VARCHAR(255),
  इमेल VARCHAR(255)
);","CREATE TABLE customer (
  आईडी INT AUTO_INCREMENT प्राथमिक कुञ्जी,
  नाम VARCHAR(255),
  फोन VARCHAR(255),
  इमेल VARCHAR(255)
);<|end_of_text|>",10,9,10,10,,No,17,16,0.6956521739130436,0.6666666666666666,0.6956521739130436,0.6130095393615955
126,पत्रकारिताको पाँच W's वर्णन गर्नुहोस्।,,"पत्रकारिताका पाँचवटा प्रश्नहरू समाचार कथाहरू मार्फत प्रभावकारी रूपमा सूचना सञ्चार गर्न प्रयोग गरिने पाँच प्रश्नहरू हुन्। पाँच प्रश्नहरू हुन्: को, के, कहिले, कहाँ र किन। फाइभ डब्ल्यूको उद्देश्य भनेको कथाको बारेमा आवश्यक जानकारी सबैभन्दा संक्षिप्त र स्पष्ट तरिकामा उपलब्ध गराउनु हो, पाठकहरूलाई विषय छिटो बुझ्न सक्षम पार्दै।",16430,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
पत्रकारिताको पाँच W's वर्णन गर्नुहोस्।

### Input:


### Response:
पाँच W's पत्रकारिता हो: कुन कुरा (विषय), कसले (लेखक), कुनै पनि (वस्तु), कहिले (समय), कहाँ (स्थान)।<|end_of_text|>","पाँच W's पत्रकारिता हो: कुन कुरा (विषय), कसले (लेखक), कुनै पनि (वस्तु), कहिले (समय), कहाँ (स्थान)।","पाँच W's पत्रकारिता हो: कुन कुरा (विषय), कसले (लेखक), कुनै पनि (वस्तु), कहिले (समय), कहाँ (स्थान)।<|end_of_text|>",3,4,4,3,nonsensical,No,47,16,0.0,0.0,0.0,0.0026923584232064466
127,"शब्द ""सौंदर्य"" को वर्णन गर्न दुई विशेषण थप्नुहोस्",,भित्री र बाहिरी सुन्दरता।,20764,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
शब्द ""सौंदर्य"" को वर्णन गर्न दुई विशेषण थप्नुहोस्

### Input:


### Response:
अशिक्षित सौन्दर्य।<|end_of_text|>",अशिक्षित सौन्दर्य।,अशिक्षित सौन्दर्य।<|end_of_text|>,1,1,2,1,nonsensical,No,4,2,0.0,0.0,0.0,0.0
128,मानिस उड्न नसक्ने वैज्ञानिक कारण बनाउनुहोस्।,,"हामीसँग गुरुत्वाकर्षण बललाई पार गर्न आवश्यक लिफ्ट उत्पन्न गर्न पखेटा नभएका कारण मानिस उड्न सक्दैन। यसबाहेक, हाम्रो शरीर पखेटाको कमीको लागि पर्याप्त हल्का छैन। थप रूपमा, हाम्रो मांसपेशीहरू निरन्तर उडानलाई समर्थन गर्न आवश्यक सबै प्रयासहरू जारी राख्न पर्याप्त बलियो छैनन्।",32385,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
मानिस उड्न नसक्ने वैज्ञानिक कारण बनाउनुहोस्।

### Input:


### Response:
मानिसले आफ्नो शरीरको वजन र आकारको कारण उड्न सक्दैन। मानिसहरूको पखेटा धेरै सानो हुन्छ, तिनीहरूलाई प्रभावकारी रूपमा उड्न नसक्ने परिणाम हो। थप रूपमा, मानवको शरीरमा उड्नको लागि आवश्यक हावाको चाप नियन्त्रण गर्ने क्षमता छैन।<|end_of_text|>","मानिसले आफ्नो शरीरको वजन र आकारको कारण उड्न सक्दैन। मानिसहरूको पखेटा धेरै सानो हुन्छ, तिनीहरूलाई प्रभावकारी रूपमा उड्न नसक्ने परिणाम हो। थप रूपमा, मानवको शरीरमा उड्नको लागि आवश्यक हावाको चाप नियन्त्रण गर्ने क्षमता छैन।","मानिसले आफ्नो शरीरको वजन र आकारको कारण उड्न सक्दैन। मानिसहरूको पखेटा धेरै सानो हुन्छ, तिनीहरूलाई प्रभावकारी रूपमा उड्न नसक्ने परिणाम हो। थप रूपमा, मानवको शरीरमा उड्नको लागि आवश्यक हावाको चाप नियन्त्रण गर्ने क्षमता छैन।<|end_of_text|>",8,8,8,7,,No,40,34,0.0,0.0,0.0,0.02577326964159037
129,"निम्न जनावरहरूलाई मांसाहारी, शाकाहारी वा सर्वभक्षीको रूपमा वर्गीकरण गर्नुहोस्।",फक्स,स्याल एक सर्वभक्षी हो।,1523,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
निम्न जनावरहरूलाई मांसाहारी, शाकाहारी वा सर्वभक्षीको रूपमा वर्गीकरण गर्नुहोस्।

### Input:
फक्स

### Response:
मांसाहारी<|end_of_text|>",मांसाहारी,मांसाहारी<|end_of_text|>,8,8,9,5,,No,4,1,0.0,0.0,0.0,0.0
130,टोन सुधार गर्न र यसलाई थप व्यावसायिक बनाउन निम्न विवरण सम्पादन गर्नुहोस्।,हे सबैजना! मेरो नाम जोन हो र म सफ्टवेयर विकासकर्ता हुँ। म हाई स्कूलदेखि कोडिङ गर्दैछु र भर्खरै कम्प्युटर विज्ञानमा मेरो स्नातक डिग्री पूरा गरेको छु।,"नमस्ते, मेरो नाम जोन हो र म एक पेशेवर सफ्टवेयर विकासकर्ता हुँ। म कम्प्युटर विज्ञानमा स्नातक हुँ र म हाई स्कूलबाट कोडिङ गर्दैछु।",8435,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
टोन सुधार गर्न र यसलाई थप व्यावसायिक बनाउन निम्न विवरण सम्पादन गर्नुहोस्।

### Input:
हे सबैजना! मेरो नाम जोन हो र म सफ्टवेयर विकासकर्ता हुँ। म हाई स्कूलदेखि कोडिङ गर्दैछु र भर्खरै कम्प्युटर विज्ञानमा मेरो स्नातक डिग्री पूरा गरेको छु।

### Response:
नमस्ते सबैजना! मेरो नाम जोन हो र म सफ्टवेयर इन्जिनियर हुँ। म हाई स्कूलदेखि कोडिङ गर्दैछु र भर्खरै कम्प्युटर विज्ञानमा मेरो स्नातक डिग्री पूरा गरेको छु।<|end_of_text|>",नमस्ते सबैजना! मेरो नाम जोन हो र म सफ्टवेयर इन्जिनियर हुँ। म हाई स्कूलदेखि कोडिङ गर्दैछु र भर्खरै कम्प्युटर विज्ञानमा मेरो स्नातक डिग्री पूरा गरेको छु।,नमस्ते सबैजना! मेरो नाम जोन हो र म सफ्टवेयर इन्जिनियर हुँ। म हाई स्कूलदेखि कोडिङ गर्दैछु र भर्खरै कम्प्युटर विज्ञानमा मेरो स्नातक डिग्री पूरा गरेको छु।<|end_of_text|>,8,8,8,8,,No,23,26,0.0,0.0,0.0,0.251696695878184
131,ब्लगिङ सामग्री रणनीति सिर्जना गर्न पाँच चरणहरू सूचीबद्ध गर्नुहोस्।,,"1. लक्षित दर्शकहरू पहिचान गर्नुहोस्।
२. सामग्री लक्ष्य र उद्देश्यहरू परिभाषित गर्नुहोस्।
३. आवश्यक सामग्रीको प्रकार निर्धारण गर्नुहोस्।
4. नियमित प्रकाशन तालिका सेट गर्नुहोस्।
5. सामग्री प्रदर्शन निगरानी र तदनुसार समायोजन गर्न विश्लेषण प्रयोग गर्नुहोस्।",23200,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
ब्लगिङ सामग्री रणनीति सिर्जना गर्न पाँच चरणहरू सूचीबद्ध गर्नुहोस्।

### Input:


### Response:
1. तपाईंको दर्शकहरूको अनुसन्धान गर्नुहोस् - तपाईंले आफ्नो सामग्री को लागी लक्षित गर्न को लागी पाठकहरु को ज्ञान र रुचिहरु को बारे मा जान्न को लागी प्राप्त गर्नुहोस्।
2. सामग्री विषयहरू पहिचान गर्नुहोस् - तपाईंको दर्शकहरूको लागि सान्दर्भिक र आकर्षक सामग्री विषयहरू खोज्नुहोस्।
3. सामग्री योजना बनाउनुहोस् - सामग्री विषयहरूको लागि एक योजना विकास गर्नुहोस् जुन तपाईंले प्रत्येक कति पटक राख्नुहुनेछ।
4. सामग्री सिर्जना गर्नुहोस् - सामग्री विषयहरूको लागि सामग्री सिर्जना गर्नुहोस् र यसलाई तपाईंको ब्लगमा पोस्ट गर्नुहोस्।
5. प्रभावकारी सामग्री विपरित - तपाईंको सामग्रीलाई अन्य स्रोतहरूबाट अलग गर्नुहोस् र यसलाई प्रभावकारी बनाउनुहोस्।<|end_of_text|>","1. तपाईंको दर्शकहरूको अनुसन्धान गर्नुहोस् - तपाईंले आफ्नो सामग्री को लागी लक्षित गर्न को लागी पाठकहरु को ज्ञान र रुचिहरु को बारे मा जान्न को लागी प्राप्त गर्नुहोस्।
2. सामग्री विषयहरू पहिचान गर्नुहोस् - तपाईंको दर्शकहरूको लागि सान्दर्भिक र आकर्षक सामग्री विषयहरू खोज्नुहोस्।
3. सामग्री योजना बनाउनुहोस् - सामग्री विषयहरूको लागि एक योजना विकास गर्नुहोस् जुन तपाईंले प्रत्येक कति पटक राख्नुहुनेछ।
4. सामग्री सिर्जना गर्नुहोस् - सामग्री विषयहरूको लागि सामग्री सिर्जना गर्नुहोस् र यसलाई तपाईंको ब्लगमा पोस्ट गर्नुहोस्।
5. प्रभावकारी सामग्री विपरित - तपाईंको सामग्रीलाई अन्य स्रोतहरूबाट अलग गर्नुहोस् र यसलाई प्रभावकारी बनाउनुहोस्।","1. तपाईंको दर्शकहरूको अनुसन्धान गर्नुहोस् - तपाईंले आफ्नो सामग्री को लागी लक्षित गर्न को लागी पाठकहरु को ज्ञान र रुचिहरु को बारे मा जान्न को लागी प्राप्त गर्नुहोस्।
2. सामग्री विषयहरू पहिचान गर्नुहोस् - तपाईंको दर्शकहरूको लागि सान्दर्भिक र आकर्षक सामग्री विषयहरू खोज्नुहोस्।
3. सामग्री योजना बनाउनुहोस् - सामग्री विषयहरूको लागि एक योजना विकास गर्नुहोस् जुन तपाईंले प्रत्येक कति पटक राख्नुहुनेछ।
4. सामग्री सिर्जना गर्नुहोस् - सामग्री विषयहरूको लागि सामग्री सिर्जना गर्नुहोस् र यसलाई तपाईंको ब्लगमा पोस्ट गर्नुहोस्।
5. प्रभावकारी सामग्री विपरित - तपाईंको सामग्रीलाई अन्य स्रोतहरूबाट अलग गर्नुहोस् र यसलाई प्रभावकारी बनाउनुहोस्।<|end_of_text|>",7,6,6,7,,No,35,93,0.5454545454545454,0.22222222222222224,0.5454545454545454,0.011516561102093401
132,एक निबन्ध लेख्नको लागि पाँच सुझावहरूको सूचीको साथ आउनुहोस्।,,"1. योजना विकास गर्नुहोस्: आफ्नो निबन्ध लेख्नु अघि आफ्नो विचार र विचारलाई रूपरेखा बनाउनुले लेखन प्रक्रियालाई सहज र प्रभावकारी बनाउनेछ।
2. पढ्नुहोस् र अनुसन्धान गर्नुहोस्: प्रम्प्ट पढ्नुहोस् र यस विषयमा आफ्नो राय र विचारहरू बनाउनको लागि केही अनुसन्धान गर्नुहोस्।
3. लेख्नुहोस् र सम्पादन गर्नुहोस्: आफ्नो निबन्ध लेख्नुहोस् र त्यसपछि समीक्षा गर्नुहोस् र सम्पादन गर्नुहोस्।
4. प्रतिक्रिया प्राप्त गर्नुहोस्: कसैलाई आफ्नो निबन्ध समीक्षा गर्न र रचनात्मक प्रतिक्रिया दिन सोध्नुहोस्।
5. प्रूफरीड: कुनै पनि हिज्जे वा व्याकरण त्रुटिहरूको लागि आफ्नो निबन्ध मार्फत जान निश्चित गर्नुहोस्।",17824,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
एक निबन्ध लेख्नको लागि पाँच सुझावहरूको सूचीको साथ आउनुहोस्।

### Input:


### Response:
1. थप प्रेरणा र उत्पादकता को लागी एक विश्राम लिनुहोस्।
2. आफ्नो निबन्धको मुख्य बुँदाहरू रूपरेखा गर्नुहोस्।
3. तपाईंको निबन्धको लागि एक संरचना विकास गर्नुहोस्।
4. तपाईंको निबन्धलाई थप आकर्षक बनाउन भिजुअलहरू प्रयोग गर्नुहोस्।
5. तपाईंको निबन्ध सम्पादन र परिमार्जन गर्नुहोस्।<|end_of_text|>","1. थप प्रेरणा र उत्पादकता को लागी एक विश्राम लिनुहोस्।
2. आफ्नो निबन्धको मुख्य बुँदाहरू रूपरेखा गर्नुहोस्।
3. तपाईंको निबन्धको लागि एक संरचना विकास गर्नुहोस्।
4. तपाईंको निबन्धलाई थप आकर्षक बनाउन भिजुअलहरू प्रयोग गर्नुहोस्।
5. तपाईंको निबन्ध सम्पादन र परिमार्जन गर्नुहोस्।","1. थप प्रेरणा र उत्पादकता को लागी एक विश्राम लिनुहोस्।
2. आफ्नो निबन्धको मुख्य बुँदाहरू रूपरेखा गर्नुहोस्।
3. तपाईंको निबन्धको लागि एक संरचना विकास गर्नुहोस्।
4. तपाईंको निबन्धलाई थप आकर्षक बनाउन भिजुअलहरू प्रयोग गर्नुहोस्।
5. तपाईंको निबन्ध सम्पादन र परिमार्जन गर्नुहोस्।<|end_of_text|>",7,8,8,7,,No,83,41,0.7692307692307693,0.7272727272727273,0.7692307692307693,0.011081942200185503
133,पत्ता लगाउनुहोस् यदि निम्न वस्तु अविभाज्य संख्या हो।,१७,"हो, 17 एक प्रमुख संख्या हो।",25422,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
पत्ता लगाउनुहोस् यदि निम्न वस्तु अविभाज्य संख्या हो।

### Input:
१७

### Response:
हो, 17 एक अविभाज्य संख्या हो।<|end_of_text|>","हो, 17 एक अविभाज्य संख्या हो।","हो, 17 एक अविभाज्य संख्या हो।<|end_of_text|>",10,10,10,10,,No,6,6,0.4,0.0,0.4,0.25119835939119545
